idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
49152	-inf	-inf	5	1	49152	valkin	keninä	5	6	6
49153	-inf	-inf	5	1	49153	syyntyminen	lapsensa	5	11	8
49154	-inf	-inf	5	1	49154	kallaista	laitteessa	5	9	10
49155	-inf	-inf	5	1	49155	puhannessa	keski	5	10	5
49156	-inf	-inf	5	1	49156	metsistyksen	korkea	5	12	6
49157	17.959749229853106	-2483.93008524341	5	2	49157	puhuuttaen	oltuivat	5	10	8
49158	-inf	-inf	5	1	49158	kuustuttamaan	saksalaiset	5	13	11
49159	-inf	-inf	5	1	49159	katsovalta	omalla	5	10	6
49160	-inf	-inf	5	1	49160	tultuan	kehittämä	5	7	9
49161	-inf	-inf	5	1	49161	perheenen	museoksi	5	9	8
49162	-inf	-inf	5	1	49162	olemmista	kansainvälisiä	5	9	14
49163	-inf	-inf	5	1	49163	paikkalaisista	kuvaa	5	14	5
49164	-inf	-inf	5	1	49164	yksikörti	takalle	5	9	7
49165	-inf	-inf	5	1	49165	mikuuli	lait	5	7	4
49166	-5.669215809088822	-2507.5769742787597	5	2	49166	kaupunkiseuron	matkaltaan	5	14	10
49167	-inf	-inf	5	1	49167	lähettäminen	seuraavaa	5	12	9
49168	-inf	-inf	5	1	49168	kapian	kuvasi	5	6	6
49169	-inf	-inf	5	1	49169	paaikka	kansainvaltaa	5	7	13
49170	58.11018050068441	-2415.3059655092766	5	3	49170	lisäillä	kannalla	5	8	8
49171	-inf	-inf	5	1	49171	karkaisi	metsä	5	8	5
49172	-inf	-inf	5	1	49172	varmat	saapuuttavat	5	6	12
49173	-inf	-inf	5	1	49173	torkkuhut	vanhemmat	5	9	9
49174	-inf	-inf	5	1	49174	minkillan	vaatumaan	5	9	9
49175	-inf	-inf	5	1	49175	alkuveihen	tekijäiden	5	10	10
49176	-2.7259793626931894	-2497.0657940850465	5	2	49176	telosi	tekeminen	5	6	9
49177	-inf	-inf	5	1	49177	rautalosen	parhaimmista	5	10	12
49178	-inf	-inf	5	1	49178	kaupunginvalmistusta	saavuttuivat	5	20	12
49179	-inf	-inf	5	1	49179	suunne	kaksot	5	6	6
49180	-inf	-inf	5	1	49180	amikasta	suunnitellut	5	8	12
49181	-inf	-inf	5	1	49181	antio	vahvossa	5	5	8
49182	-inf	-inf	5	1	49182	suojelle	kirkko	5	8	6
49183	-inf	-inf	5	1	49183	taikkei	laulaja	5	7	7
49184	-inf	-inf	5	1	49184	taulusta	vanhimmat	5	8	9
49185	-inf	-inf	5	1	49185	teatteri	hallinnut	5	8	9
49186	-inf	-inf	5	1	49186	korvanne	lähteistä	5	8	9
49187	-inf	-inf	5	1	49187	venenämisestä	käyttävan	5	13	9
49188	-inf	-inf	5	1	49188	rannille	varaa	5	8	5
49189	-inf	-inf	5	1	49189	tietyyttä	helikunnan	5	9	10
49190	-inf	-inf	5	1	49190	auron	kulkusten	5	5	9
49191	-inf	-inf	5	1	49191	keskeytä	valtaa	5	8	6
49192	12.47794807488901	-2487.566430917117	5	2	49192	japalloi	alkuperään	5	8	10
49193	-inf	-inf	5	1	49193	katsat	saran	5	6	5
49194	5.734002017634144	-2491.651950802926	5	2	49194	jappalele	kaaristin	5	9	9
49195	-inf	-inf	5	1	49195	laheria	esinen	5	7	6
49196	-inf	-inf	5	1	49196	kandossa	kannelta	5	8	8
49197	-3.826161667325723	-2503.597725049412	5	2	49197	tulevailee	kansalaisen	5	10	11
49198	7.672853247650242	-2493.2952306823763	5	2	49198	senglassa	saattui	5	9	7
49199	-inf	-inf	5	1	49199	tarsannut	menestyksellä	5	9	13
49200	-inf	-inf	5	1	49200	vaikeustaan	osallistui	5	11	10
49201	18.87128892423375	-2479.9837665900227	5	2	49201	mantereilla	kirjaa	5	11	6
49202	-inf	-inf	5	1	49202	runkot	kokoista	5	6	8
49203	-inf	-inf	5	1	49203	erostettiin	poliittisen	5	11	11
49204	70.25073025938835	-2406.2664105855247	5	3	49204	perinitteitä	joukosta	5	12	8
49205	-inf	-inf	5	1	49205	kilpailijat	saattue	5	11	7
49206	-inf	-inf	5	1	49206	saattueelle	kannettajien	5	11	12
49207	-inf	-inf	5	1	49207	rantaavan	kuulee	5	9	6
49208	-4.820850845814915	-2503.4619389588133	5	2	49208	järjestynen	tuottamaan	5	11	10
49209	-inf	-inf	5	1	49209	hamelle	marhon	5	7	6
49210	-inf	-inf	5	1	49210	palkalaisimpi	tarvittaaa	5	13	10
49211	-inf	-inf	5	1	49211	varaistettiin	maasta	5	13	6
49212	-inf	-inf	5	1	49212	sekunnia	suoma	5	8	5
49213	-inf	-inf	5	1	49213	kiertyvä	lutaan	5	8	6
49214	-inf	-inf	5	1	49214	kaupunginmenterta	kuuta	5	17	5
49215	7.413153941402572	-2495.699807760664	5	2	49215	kapenia	autoa	5	7	5
49216	-inf	-inf	5	1	49216	lukuvuodesta	tarkkaa	5	12	7
49217	-inf	-inf	5	1	49217	tasanssa	kokottaa	5	8	8
49218	-inf	-inf	5	1	49218	maailmanmestaan	lentokonee	5	15	10
49219	-inf	-inf	5	1	49219	veljetyt	seuraavat	5	8	9
49220	-inf	-inf	5	1	49220	vaatimin	ententiksen	5	8	11
49221	1.553393049978017	-2500.4423660011907	5	2	49221	kapealle	konerg	5	8	6
49222	-inf	-inf	5	1	49222	tuottueita	maailmansodassa	5	10	15
49223	-inf	-inf	5	1	49223	kommunistinaan	pääti	5	14	5
49224	-inf	-inf	5	1	49224	karre	seuraavaa	5	5	9
49225	-inf	-inf	5	1	49225	manners	ohjaamaa	5	7	8
49226	-34.08344194804142	-2529.444249915355	5	2	49226	pelityisen	singlen	5	10	7
49227	4.306556678397186	-2497.1174329701835	5	2	49227	vahvistuksen	arvonettiin	5	12	11
49228	-inf	-inf	5	1	49228	tehoissarjan	hallitti	5	12	8
49229	-inf	-inf	5	1	49229	hellingan	talous	5	9	6
49230	-22.35123541279527	-2518.598826975147	5	2	49230	tapanassa	korkeakoulussa	5	9	14
49231	85.29621833589788	-2370.961071282822	5	4	49231	kientyivät	saaman	5	10	6
49232	52.95695839156914	-2397.211558154592	5	4	49232	leviehtyyi	maailmaan	5	10	9
49233	-inf	-inf	5	1	49233	kenergin	olla	5	8	4
49234	-inf	-inf	5	1	49234	keväälosen	yhteiskunnallinen	5	10	17
49235	-inf	-inf	5	1	49235	koollut	kuulukeneeseen	5	7	14
49236	-inf	-inf	5	1	49236	asuntomaihen	komentavan	5	12	10
49237	-inf	-inf	5	1	49237	tauttue	alaisen	5	7	7
49238	-137.79574690373056	-2635.146125074505	5	2	49238	mikoissa	kanteen	5	8	7
49239	-inf	-inf	5	1	49239	sauraavat	saarten	5	9	7
49240	-55.87954625693688	-2555.857231188248	5	2	49240	halunneessa	kokoivat	5	11	8
49241	80.13789453342743	-2397.344709757258	5	3	49241	muine	kenta	5	5	5
49242	-inf	-inf	5	1	49242	pakea	osallistaa	5	5	10
49243	-inf	-inf	5	1	49243	maailmancolejalla	kokoelman	5	17	9
49244	-inf	-inf	5	1	49244	olostaan	käytetään	5	8	9
49245	-16.305560931822715	-2515.2450039582945	5	2	49245	pakotin	manteureen	5	7	10
49246	35.76171469649864	-2444.124219292988	5	3	49246	kaikkeaan	olevien	5	9	7
49247	-60.07981937692736	-2554.577619935093	5	2	49247	kaakottiin	kerratun	5	10	8
49248	-inf	-inf	5	1	49248	vastakunnallista	antanees	5	16	8
49249	-63.47410199502472	-2560.4841942621288	5	2	49249	kansaksalaisuuden	lehteissä	5	17	9
49250	20.66816366044837	-2480.791524097621	5	2	49250	muusivan	käyttänyt	5	8	9
49251	14.68628236019506	-2487.5809838059117	5	2	49251	yhtyjä	korjat	5	6	6
49252	-inf	-inf	5	1	49252	maailmanpeleen	keskäksen	5	14	9
49253	-inf	-inf	5	1	49253	meleniin	rakennukseen	5	8	12
49254	-inf	-inf	5	1	49254	lenna	valmistettu	5	5	11
49255	-27.100800481723454	-2524.048036338472	5	2	49255	kuullessaan	toista	5	11	6
49256	-51.631811428753096	-2547.809590385691	5	2	49256	kateessa	eteläpuoltu	5	8	11
49257	-inf	-inf	5	1	49257	kirnon	tapahtuvat	5	6	10
49258	31.460995453237032	-2449.8588367674765	5	3	49258	suosioitti	saattunut	5	10	9
49259	-inf	-inf	5	1	49259	kapauksesta	pitävät	5	11	7
49260	-inf	-inf	5	1	49260	valtankumuuden	puoleen	5	14	7
49261	-inf	-inf	5	1	49261	pakastui	kaupungistuoman	5	8	15
49262	40.34325821897868	-2433.8353163745137	5	3	49262	koostu	maattilaiset	5	6	12
49263	-inf	-inf	5	1	49263	asunteettiin	keskistynyt	5	12	11
49264	-inf	-inf	5	1	49264	asettuin	tekemälle	5	8	9
49265	-inf	-inf	5	1	49265	täydet	korinas	5	6	7
49266	10.1960492425723	-2492.973913248688	5	2	49266	pieneiden	asettaa	5	9	7
49267	-inf	-inf	5	1	49267	perlaattivat	tehtävän	5	12	8
49268	-inf	-inf	5	1	49268	hiljassa	vetelässä	5	8	9
49269	-inf	-inf	5	1	49269	rakenteelle	vaativat	5	11	8
49270	-inf	-inf	5	1	49270	kommenissä	tunnetun	5	10	8
49271	80.78735605753366	-2379.62560890269	5	4	49271	mienestynen	kuntaa	5	11	6
49272	-10.082731937710603	-2512.248404691332	5	2	49272	saasivat	kaupungessa	5	8	11
49273	-inf	-inf	5	1	49273	lentokontannen	ensimmäisenä	5	14	12
49274	-15.153039147053102	-2514.061026700226	5	2	49274	maalimuus	alueellla	5	9	9
49275	59.35045333736905	-2367.598963865335	5	5	49275	tortettiin	luke	5	10	4
49276	-inf	-inf	5	1	49276	stone	valtaa	5	5	6
49277	-inf	-inf	5	1	49277	levehitti	seuraavan	5	9	9
49278	-inf	-inf	5	1	49278	helon	kuningassa	5	5	10
49279	58.7970269255046	-2416.1178270008536	5	3	49279	paristiin	kirjoittaa	5	9	10
49280	-inf	-inf	5	1	49280	jonas	maaliskuussa	5	5	12
49281	11.736365763674614	-2489.083637800765	5	2	49281	korkeakoului	marsi	5	12	5
49282	-inf	-inf	5	1	49282	kesäisällä	miljoona	5	10	8
49283	-inf	-inf	5	1	49283	kuningankaanin	kasot	5	14	5
49284	82.91075017537038	-2345.075181001152	5	5	49284	pyytää	taistelu	5	6	8
49285	61.767703891776	-2409.876492022903	5	3	49285	eteläiten	maailmassaoloksesta	5	9	19
49286	37.90865805475269	-2439.7644959031672	5	3	49286	kalkaisia	ilmassa	5	9	7
49287	-inf	-inf	5	1	49287	viestön	aluetta	5	7	7
49288	-28.662064489700857	-2524.362714161173	5	2	49288	kiinnitusta	suomessa	5	11	8
49289	-36.88508060643277	-2531.372903212144	5	2	49289	ratskiin	piispa	5	8	6
49290	-inf	-inf	5	1	49290	minne	suostunut	5	5	9
49291	-inf	-inf	5	1	49291	lentokuntoa	selattelussa	5	11	12
49292	-44.9645421165589	-2544.0402184955105	5	2	49292	mestaruuskilpailuita	suunnittelee	5	20	12
49293	-inf	-inf	5	1	49293	tuhoamisen	menie	5	10	5
49294	-71.37209566712765	-2568.774994989696	5	2	49294	kanni	seuraavan	5	5	9
49295	-inf	-inf	5	1	49295	sitalista	tehot	5	9	5
49296	-6.783025331045121	-2504.44937770904	5	2	49296	kuultiiksi	tehtävään	5	10	9
49297	-19.428882819693907	-2517.9587271547043	5	2	49297	valtanodan	pidemä	5	10	6
49298	-inf	-inf	5	1	49298	saavoi	toukonto	5	6	8
49299	-inf	-inf	5	1	49299	kansittain	etelän	5	10	6
49300	56.06759896669631	-2423.6476695207007	5	3	49300	kohteuttaa	seuraavaa	5	10	9
49301	-inf	-inf	5	1	49301	liikeneen	piirikunnan	5	9	11
49302	21.54463265266508	-2478.354592022397	5	2	49302	levyyhtyeen	korkeilman	5	11	10
49303	-inf	-inf	5	1	49303	viruusta	katsottu	5	8	8
49304	22.867364979063005	-2451.889563543675	5	3	49304	alentanton	perästä	5	10	7
49305	83.22196447692689	-2373.609943222282	5	4	49305	esineettiin	omasta	5	11	6
49306	-inf	-inf	5	1	49306	seitsemänsä	palveltu	5	11	8
49307	43.31296382723801	-2456.348309352711	5	2	49307	siispaksi	saatilla	5	9	8
49308	-inf	-inf	5	1	49308	pystytyksissä	kansainvälisen	5	13	14
49309	-inf	-inf	5	1	49309	kesäisille	seuraavan	5	10	9
49310	119.96093137490904	-2281.6929040241	5	6	49310	tarkoittau	puheen	5	10	6
49311	16.89183465414075	-2482.5574133105965	5	2	49311	mannikan	asettunut	5	8	9
49312	-inf	-inf	5	1	49312	palkkoisissa	markkinossa	5	12	11
49313	-22.15221571335562	-2518.07693057521	5	2	49313	taunalla	virasta	5	8	7
49314	-inf	-inf	5	1	49314	kesäntyksiä	jatkamaan	5	11	9
49315	-60.43880357958753	-2557.484332011872	5	2	49315	keskittävyydessa	maine	5	16	5
49316	-inf	-inf	5	1	49316	turhan	kertomaan	5	6	9
49317	-inf	-inf	5	1	49317	kansanengljantanin	valitsee	5	18	8
49318	25.996239842765256	-2472.618856195397	5	2	49318	englanmista	keskistyi	5	11	9
49319	-inf	-inf	5	1	49319	karkaa	lehetti	5	6	7
49320	86.98192899003962	-2368.5690727124093	5	4	49320	haltavaa	taistelussa	5	8	11
49321	-inf	-inf	5	1	49321	keskiminä	kannattaminen	5	9	13
49322	-inf	-inf	5	1	49322	tarinaisia	vanhaa	5	10	6
49323	-6.217630302541828	-2504.316993443103	5	2	49323	alkakuudessa	palvelu	5	12	7
49324	-inf	-inf	5	1	49324	kurnen	asia	5	6	4
49325	-inf	-inf	5	1	49325	viipi	valtakunnan	5	5	11
49326	-inf	-inf	5	1	49326	luontolaisen	siirtaa	5	12	7
49327	-inf	-inf	5	1	49327	keskikuulta	kappaletta	5	11	10
49328	-inf	-inf	5	1	49328	laivena	seitsemästä	5	7	11
49329	-inf	-inf	5	1	49329	kansandusvallistui	artikkelia	5	18	10
49330	-inf	-inf	5	1	49330	maalins	samanlaiset	5	7	11
49331	-31.316051226812277	-2536.956600946548	5	2	49331	taistelmista	sijaitsee	5	12	9
49332	-inf	-inf	5	1	49332	palean	merkittyvän	5	6	11
49333	-inf	-inf	5	1	49333	tarvestiin	kiinalainen	5	10	11
49334	-inf	-inf	5	1	49334	tehopistaa	luonnon	5	10	7
49335	-inf	-inf	5	1	49335	puulesta	suurimmista	5	8	11
49336	-inf	-inf	5	1	49336	noupun	suosalaisen	5	6	11
49337	-inf	-inf	5	1	49337	jackoi	leveys	5	6	6
49338	-inf	-inf	5	1	49338	kuningastan	olemalle	5	11	8
49339	-inf	-inf	5	1	49339	konscard	lopulla	5	8	7
49340	-inf	-inf	5	1	49340	vastuuta	kitalion	5	8	8
49341	-inf	-inf	5	1	49341	selvi	keskustelu	5	5	10
49342	-13.758521262185036	-2512.0292203920194	5	2	49342	levttänyt	palvelee	5	9	8
49343	81.57416155075774	-2378.308000421516	5	4	49343	voimakkaa	suhteet	5	9	7
49344	-inf	-inf	5	1	49344	saatatun	pohjalle	5	8	8
49345	-3.2326522909205844	-2502.1879353672784	5	2	49345	sotarenkaupungin	kotinsa	5	16	7
49346	-inf	-inf	5	1	49346	estineet	tarvita	5	8	7
49347	-inf	-inf	5	1	49347	puolan	taitetaan	5	6	9
49348	-17.8760899891674	-2517.6516684483827	5	2	49348	ennustajan	joukkueen	5	10	9
49349	-inf	-inf	5	1	49349	hallitsiin	jouko	5	10	5
49350	-inf	-inf	5	1	49350	toteutuivat	korvan	5	11	6
49351	-inf	-inf	5	1	49351	pitalin	teknilliset	5	7	11
49352	-inf	-inf	5	1	49352	mautoivat	auton	5	9	5
49353	-34.52988414417954	-2533.2096883399304	5	2	49353	kansallispun	kantaiset	5	12	9
49354	-inf	-inf	5	1	49354	kiinlaisesti	helporia	5	12	8
49355	-inf	-inf	5	1	49355	luotettaan	asettunut	5	10	9
49356	-19.13912507365904	-2521.9812841050743	5	2	49356	laivastoin	koulut	5	10	6
49357	46.633632367321255	-2433.718806568863	5	3	49357	pihin	mielemmän	5	5	9
49358	24.772967147153096	-2447.1246558702733	5	3	49358	parhaattiin	aikaan	5	11	6
49359	-inf	-inf	5	1	49359	lakaisessa	esittelevä	5	10	10
49360	65.54065103123705	-2412.3056926848126	5	3	49360	torvinnon	tapahtumaa	5	9	10
49361	-55.83989393695396	-2559.062028807441	5	2	49361	koulukunnan	eläimintä	5	11	9
49362	-inf	-inf	5	1	49362	tie	kertaa	5	3	6
49363	-inf	-inf	5	1	49363	lentokoinen	kohteen	5	11	7
49364	24.141669742700383	-2481.281364176462	5	2	49364	keisarinnan	tehtävässä	5	11	10
49365	73.34986313138099	-2401.454784829454	5	3	49365	kanssantainvaltaa	tekniikan	5	17	9
49366	-inf	-inf	5	1	49366	valitsuudet	asiasta	5	11	7
49367	4.407676629694388	-2496.322423856197	5	2	49367	jotan	varta	5	5	5
49368	-inf	-inf	5	1	49368	tarjottivat	valitti	5	11	7
49369	-0.8315722332783609	-2501.530008748904	5	2	49369	loppuille	sijainnen	5	9	9
49370	15.505373812500308	-2482.850494419361	5	2	49370	kansainvälitettiin	kansallispuissa	5	18	15
49371	-inf	-inf	5	1	49371	kiellätyksen	toiminta	5	12	8
49372	-inf	-inf	5	1	49372	kansaktalaisilla	kansalaiset	5	16	11
49373	-inf	-inf	5	1	49373	musiit	lintaan	5	6	7
49374	-inf	-inf	5	1	49374	kisan	lehteistä	5	5	9
49375	17.854673333620756	-2480.6764137307828	5	2	49375	saatiikasta	kaupunginvaltuusso	5	11	18
49376	-inf	-inf	5	1	49376	hankkaja	asemassa	5	8	8
49377	-inf	-inf	5	1	49377	erikoikauden	osalla	5	12	6
49378	19.06759955295701	-2479.661616560841	5	2	49378	luonnollisia	sisältävä	5	12	9
49379	-inf	-inf	5	1	49379	tietävansa	hallitsevat	5	10	11
49380	-inf	-inf	5	1	49380	perustusvalmestaja	asettaa	5	18	7
49381	-inf	-inf	5	1	49381	jatkeö	kirjoittaja	5	6	11
49382	-inf	-inf	5	1	49382	armeilaisilla	sanottu	5	13	7
49383	-inf	-inf	5	1	49383	asutuslaiset	perhesiä	5	12	8
49384	-inf	-inf	5	1	49384	laivastoli	välittää	5	10	8
49385	-inf	-inf	5	1	49385	maalimetta	venäkin	5	10	7
49386	-inf	-inf	5	1	49386	vanittaisen	suomella	5	11	8
49387	16.346873916282373	-2478.981025118438	5	2	49387	taltion	tekemässä	5	7	9
49388	-inf	-inf	5	1	49388	lukuseutta	koiran	5	10	6
49389	-inf	-inf	5	1	49389	virkementään	arveltaan	5	12	9
49390	-inf	-inf	5	1	49390	ravio	pisäinen	5	5	8
49391	-inf	-inf	5	1	49391	piippi	kansalaiset	5	6	11
49392	40.81909706566349	-2458.7817538521053	5	2	49392	serkunnassa	käytöttiin	5	11	10
49393	-inf	-inf	5	1	49393	korkeammilla	laita	5	12	5
49394	-inf	-inf	5	1	49394	jatkama	kokoon	5	7	6
49395	89.48528093877452	-2367.586701754923	5	4	49395	sattova	neljänten	5	7	9
49396	-inf	-inf	5	1	49396	maalistaan	sopiva	5	10	6
49397	-inf	-inf	5	1	49397	tyypallistu	kirjoittaa	5	11	10
49398	-inf	-inf	5	1	49398	tarpitaan	tunnetuimmat	5	9	12
49399	-inf	-inf	5	1	49399	tarvoitteet	lentokenttää	5	11	12
49400	-inf	-inf	5	1	49400	korkeikon	asuntaa	5	9	7
49401	-inf	-inf	5	1	49401	luonan	kattava	5	6	7
49402	-inf	-inf	5	1	49402	ahamien	esiintyy	5	7	8
49403	-inf	-inf	5	1	49403	kylmään	noukosa	5	7	7
49404	-12.592909533892954	-2509.664739111684	5	2	49404	sopimui	keskein	5	7	7
49405	-inf	-inf	5	1	49405	keralaisen	kaudenkaupungin	5	10	15
49406	-inf	-inf	5	1	49406	lakitoisen	osari	5	10	5
49407	-inf	-inf	5	1	49407	polisiikkin	kultaa	5	11	6
49408	-inf	-inf	5	1	49408	estimiä	kartin	5	7	6
49409	-inf	-inf	5	1	49409	miniko	maalejen	5	6	8
49410	-inf	-inf	5	1	49410	edennyksinä	kaupungin	5	11	9
49411	-inf	-inf	5	1	49411	luokia	kasveihin	5	6	9
49412	-inf	-inf	5	1	49412	pienemäläinen	kokoamaan	5	13	9
49413	-58.36559537513378	-2557.6826241200997	5	2	49413	harjoittunut	koulun	5	12	6
49414	89.48852246777798	-2335.5023358665685	5	5	49414	venteleiljen	kantaa	5	12	6
49415	-inf	-inf	5	1	49415	maailmansopimettiin	laista	5	19	6
49416	-inf	-inf	5	1	49416	omerks	paavollinen	5	6	11
49417	-inf	-inf	5	1	49417	varkaan	liikevaihteita	5	7	14
49418	94.3313998196195	-2311.816989025681	5	6	49418	turikoilla	tarkoituksia	5	10	12
49419	-inf	-inf	5	1	49419	yhdenneksi	perustajien	5	10	11
49420	68.93846686091373	-2404.3018842829183	5	3	49420	pyrkitäinen	liittoutumiseen	5	11	15
49421	-inf	-inf	5	1	49421	maarin	muutokset	5	6	9
49422	-inf	-inf	5	1	49422	alarin	asettu	5	6	6
49423	-inf	-inf	5	1	49423	johnann	henkeltä	5	7	8
49424	-inf	-inf	5	1	49424	kinusta	tekemiseen	5	7	10
49425	-inf	-inf	5	1	49425	menees	hallittaa	5	6	9
49426	-inf	-inf	5	1	49426	lievey	kirjastaan	5	6	10
49427	22.51733488113736	-2470.8338262180505	5	2	49427	pidemään	arte	5	8	4
49428	-inf	-inf	5	1	49428	osalainen	pidetykset	5	9	10
49429	7.188695944108503	-2492.7665583339517	5	2	49429	venensaalissa	esittäin	5	13	8
49430	-13.204189533646444	-2513.298837034845	5	2	49430	poikoissa	ryhtyi	5	9	6
49431	-inf	-inf	5	1	49431	palkittuin	keskimintä	5	10	10
49432	-inf	-inf	5	1	49432	itämpäivät	vaikeuttaa	5	10	10
49433	-inf	-inf	5	1	49433	marel	tehopisteitä	5	5	12
49434	-inf	-inf	5	1	49434	alkuvalisterin	erille	5	14	6
49435	-inf	-inf	5	1	49435	taukalle	kaupallinen	5	8	11
49436	7.296776721216728	-2490.0939650594364	5	2	49436	vahmaa	tavalla	5	6	7
49437	-inf	-inf	5	1	49437	maajoukkuetta	saksalaiset	5	13	11
49438	65.11470641535936	-2415.9802736504857	5	3	49438	parauteen	viimeiset	5	9	9
49439	-inf	-inf	5	1	49439	leveyn	opettajana	5	6	10
49440	-146.11694447618706	-2644.4757329054623	5	2	49440	ensimmikkää	kevät	5	11	5
49441	-inf	-inf	5	1	49441	kaupunginnellen	heitti	5	15	6
49442	-inf	-inf	5	1	49442	leeminen	venäläisissä	5	8	12
49443	-inf	-inf	5	1	49443	hiippalla	teatteriin	5	9	10
49444	-inf	-inf	5	1	49444	maatatun	tiettä	5	8	6
49445	-inf	-inf	5	1	49445	eläkuuten	katsavat	5	9	8
49446	5.531157768004608	-2490.2994327144747	5	2	49446	paliikunnut	rannaikassa	5	11	11
49447	-inf	-inf	5	1	49447	kaupunkilisesti	saanitettiin	5	15	12
49448	92.93501076351004	-2288.1998781675607	5	7	49448	kaarto	kertoi	5	6	6
49449	-inf	-inf	5	1	49449	kaudettiin	palkaisiin	5	10	10
49450	10.178573053522223	-2486.186933301676	5	2	49450	milassa	kahdeksannen	5	7	12
49451	-inf	-inf	5	1	49451	sellissä	vaihtoehto	5	8	10
49452	-inf	-inf	5	1	49452	kuulumata	varman	5	9	6
49453	-inf	-inf	5	1	49453	joukkoista	heikka	5	10	6
49454	22.15469776697287	-2476.438011807921	5	2	49454	laavien	kaupunki	5	7	8
49455	102.40919103424044	-2277.117444642146	5	7	49455	kommunissin	tekijoita	5	11	9
49456	-inf	-inf	5	1	49456	aurikka	piiren	5	7	6
49457	-inf	-inf	5	1	49457	puolustuslaja	käyttänyt	5	13	9
49458	-inf	-inf	5	1	49458	esikko	seuraava	5	6	8
49459	-inf	-inf	5	1	49459	puutui	laskevat	5	6	8
49460	-inf	-inf	5	1	49460	poliitikon	taitelua	5	10	8
49461	-inf	-inf	5	1	49461	puolueesen	osallistumaan	5	10	13
49462	4.706537417439423	-2497.649633101351	5	2	49462	kilpailtut	vaikuttamaan	5	10	12
49463	1.711116963223092	-2497.8630801072304	5	2	49463	muistutun	jäsenenöt	5	9	9
49464	-inf	-inf	5	1	49464	täyttelijä	tuottantoa	5	10	10
49465	-inf	-inf	5	1	49465	johdoksa	saaren	5	8	6
49466	-45.51356026911644	-2542.325767844853	5	2	49466	kosemaan	media	5	8	5
49467	-inf	-inf	5	1	49467	keskeyy	tekemään	5	7	8
49468	-inf	-inf	5	1	49468	tarpeille	paikkea	5	9	7
49469	-inf	-inf	5	1	49469	tilalle	taisteluksessa	5	7	14
49470	-inf	-inf	5	1	49470	lakana	siirtyy	5	6	7
49471	-inf	-inf	5	1	49471	kehtiytytti	pohjalle	5	11	8
49472	1.2628135708373278	-2497.595305576901	5	2	49472	elämästään	huomattu	5	10	8
49473	-inf	-inf	5	1	49473	ternyt	toimintajana	5	6	12
49474	-inf	-inf	5	1	49474	työntekijät	perin	5	11	5
49475	-inf	-inf	5	1	49475	arvea	suomelainen	5	5	11
49476	-inf	-inf	5	1	49476	tode	ajatusta	5	4	8
49477	-inf	-inf	5	1	49477	kontori	katsovat	5	7	8
49478	-inf	-inf	5	1	49478	kappioi	saapui	5	7	6
49479	-inf	-inf	5	1	49479	varsaa	suuremman	5	6	9
49480	-inf	-inf	5	1	49480	millirannettiin	pinnalla	5	15	8
49481	-inf	-inf	5	1	49481	pidempää	kehityksen	5	8	10
49482	-inf	-inf	5	1	49482	edellyän	tutkaa	5	8	6
49483	24.9320524750624	-2478.1606973598823	5	2	49483	kunnollista	puoleensa	5	11	9
49484	8.464831979012269	-2494.328088563334	5	2	49484	asukauden	laajalla	5	9	8
49485	-inf	-inf	5	1	49485	tiedotaan	puhuena	5	9	7
49486	9.334290270449197	-2464.201836554997	5	3	49486	valtakuuksi	saksalaista	5	11	11
49487	-inf	-inf	5	1	49487	suomitettuja	kansalaisia	5	12	11
49488	-inf	-inf	5	1	49488	olivaiden	kansanen	5	9	8
49489	10.24710538816864	-2484.8309857783997	5	2	49489	vihelissä	kirjaston	5	9	9
49490	-inf	-inf	5	1	49490	tauteiden	kreikkalainen	5	9	13
49491	-inf	-inf	5	1	49491	katsainen	taikalla	5	9	8
49492	87.64845669655628	-2340.378976387973	5	5	49492	alkuperikkaan	listalaisia	5	13	11
49493	-inf	-inf	5	1	49493	lähien	jokaisen	5	6	8
49494	-inf	-inf	5	1	49494	kehityn	haudattaa	5	7	9
49495	-inf	-inf	5	1	49495	runkat	kutsuttiin	5	6	10
49496	-37.02273001673854	-2540.092296584521	5	2	49496	pyylähyksen	vaiteen	5	11	7
49497	-inf	-inf	5	1	49497	misterityn	kaarle	5	10	6
49498	-inf	-inf	5	1	49498	puuttama	paikka	5	8	6
49499	-inf	-inf	5	1	49499	sisäaluten	esiintyvä	5	10	9
49500	-inf	-inf	5	1	49500	tyttärin	suunnitellan	5	8	12
49501	-inf	-inf	5	1	49501	alkupuhteen	jaksoja	5	11	7
49502	-inf	-inf	5	1	49502	kunnostukset	toimittaja	5	12	10
49503	-inf	-inf	5	1	49503	lappeenjon	alkupiisin	5	10	10
49504	-61.68632995655496	-2561.1815701584	5	2	49504	mestaruustapalauksi	suurensa	5	19	8
49505	-inf	-inf	5	1	49505	tuotannetta	tarjotaan	5	11	9
49506	-inf	-inf	5	1	49506	paliitti	kokemuksen	5	8	10
49507	-inf	-inf	5	1	49507	kiintiin	viimessä	5	8	8
49508	-inf	-inf	5	1	49508	toteuttua	kenissä	5	9	7
49509	2.162112400042812	-2501.1881396470426	5	2	49509	korkeakkoinen	kuolevan	5	13	8
49510	-inf	-inf	5	1	49510	marsilaisen	kerrottui	5	11	9
